hour_start,REGIONID,avg_net_interchange_mw
2026-03-08 22:00:00,QLD1,187.98
2026-03-08 22:00:00,SA1,-78.82
2026-03-08 22:00:00,TAS1,-10.46
2026-03-08 22:00:00,VIC1,1147.59
2026-03-08 23:00:00,NSW1,-965.21
2026-03-08 23:00:00,QLD1,402.34
2026-03-08 23:00:00,SA1,-225.64
2026-03-08 23:00:00,TAS1,0.0
2026-03-08 23:00:00,VIC1,855.48
2026-03-09 00:00:00,NSW1,-1003.8
2026-03-09 00:00:00,QLD1,486.14
2026-03-09 00:00:00,SA1,-348.84
2026-03-09 00:00:00,TAS1,0.0
2026-03-09 00:00:00,VIC1,937.51
2026-03-09 01:00:00,NSW1,-939.65
2026-03-09 01:00:00,QLD1,550.57
2026-03-09 01:00:00,SA1,-439.35
2026-03-09 01:00:00,TAS1,0.0
2026-03-09 01:00:00,VIC1,898.43
2026-03-09 02:00:00,NSW1,-1007.44
2026-03-09 02:00:00,QLD1,584.0
2026-03-09 02:00:00,SA1,-515.59
2026-03-09 02:00:00,TAS1,0.0
2026-03-09 02:00:00,VIC1,1025.33
2026-03-09 03:00:00,NSW1,-973.97
2026-03-09 03:00:00,QLD1,669.18
2026-03-09 03:00:00,SA1,-504.42
2026-03-09 03:00:00,TAS1,0.0
2026-03-09 03:00:00,VIC1,892.66
2026-03-09 04:00:00,NSW1,-1112.34
2026-03-09 04:00:00,QLD1,712.6
2026-03-09 04:00:00,SA1,-594.35
2026-03-09 04:00:00,TAS1,0.0
2026-03-09 04:00:00,VIC1,1103.8
2026-03-09 05:00:00,NSW1,-1255.44
2026-03-09 05:00:00,QLD1,599.59
2026-03-09 05:00:00,SA1,-550.67
2026-03-09 05:00:00,TAS1,0.0
2026-03-09 05:00:00,VIC1,1341.77
2026-03-09 06:00:00,NSW1,-1185.5
2026-03-09 06:00:00,QLD1,215.47
2026-03-09 06:00:00,SA1,-456.29
2026-03-09 06:00:00,TAS1,0.0
2026-03-09 06:00:00,VIC1,1595.06
2026-03-09 07:00:00,NSW1,-111.28
2026-03-09 07:00:00,QLD1,-66.21
2026-03-09 07:00:00,SA1,-456.57
2026-03-09 07:00:00,TAS1,-110.04
2026-03-09 07:00:00,VIC1,809.91
2026-03-09 08:00:00,NSW1,391.36
2026-03-09 08:00:00,QLD1,-118.97
2026-03-09 08:00:00,SA1,-181.66
2026-03-09 08:00:00,TAS1,-116.86
2026-03-09 08:00:00,VIC1,44.57
2026-03-09 09:00:00,NSW1,120.65
2026-03-09 09:00:00,QLD1,244.57
2026-03-09 09:00:00,SA1,-300.65
2026-03-09 09:00:00,TAS1,-99.43
2026-03-09 09:00:00,VIC1,31.78
2026-03-09 10:00:00,NSW1,68.03
2026-03-09 10:00:00,QLD1,300.52
2026-03-09 10:00:00,SA1,-273.43
2026-03-09 10:00:00,TAS1,-101.42
2026-03-09 10:00:00,VIC1,-5.43
2026-03-09 11:00:00,NSW1,-12.0
2026-03-09 11:00:00,QLD1,162.97
2026-03-09 11:00:00,SA1,-112.71
2026-03-09 11:00:00,TAS1,-108.71
2026-03-09 11:00:00,VIC1,83.47
2026-03-09 12:00:00,NSW1,-130.26
2026-03-09 12:00:00,QLD1,329.01
2026-03-09 12:00:00,SA1,-123.53
2026-03-09 12:00:00,TAS1,-96.71
2026-03-09 12:00:00,VIC1,29.88
2026-03-09 13:00:00,NSW1,299.43
2026-03-09 13:00:00,QLD1,131.28
2026-03-09 13:00:00,SA1,-235.95
2026-03-09 13:00:00,TAS1,-108.55
2026-03-09 13:00:00,VIC1,-111.93
2026-03-09 14:00:00,NSW1,535.65
2026-03-09 14:00:00,QLD1,-154.71
2026-03-09 14:00:00,SA1,-233.02
2026-03-09 14:00:00,TAS1,-96.78
2026-03-09 14:00:00,VIC1,-60.12
2026-03-09 15:00:00,NSW1,211.33
2026-03-09 15:00:00,QLD1,-82.27
2026-03-09 15:00:00,SA1,133.27
2026-03-09 15:00:00,TAS1,-94.94
2026-03-09 15:00:00,VIC1,-116.83
2026-03-09 16:00:00,NSW1,-130.19
2026-03-09 16:00:00,QLD1,151.77
2026-03-09 16:00:00,SA1,203.59
2026-03-09 16:00:00,TAS1,-96.42
2026-03-09 16:00:00,VIC1,-66.74
2026-03-09 17:00:00,NSW1,378.28
2026-03-09 17:00:00,QLD1,4.15
2026-03-09 17:00:00,SA1,-5.46
2026-03-09 17:00:00,TAS1,-108.52
2026-03-09 17:00:00,VIC1,-253.64
2026-03-09 18:00:00,NSW1,183.21
2026-03-09 18:00:00,QLD1,-458.7
2026-03-09 18:00:00,SA1,-129.5
2026-03-09 18:00:00,TAS1,-2.84
2026-03-09 18:00:00,VIC1,484.14
2026-03-09 19:00:00,NSW1,-193.44
2026-03-09 19:00:00,QLD1,-384.57
2026-03-09 19:00:00,SA1,-131.53
2026-03-09 19:00:00,TAS1,0.0
2026-03-09 19:00:00,VIC1,819.59
2026-03-09 20:00:00,NSW1,-291.58
2026-03-09 20:00:00,QLD1,-179.71
2026-03-09 20:00:00,SA1,-116.55
2026-03-09 20:00:00,TAS1,0.0
2026-03-09 20:00:00,VIC1,661.82
2026-03-09 21:00:00,NSW1,-538.65
2026-03-09 21:00:00,QLD1,-126.53
2026-03-09 21:00:00,SA1,-203.99
2026-03-09 21:00:00,TAS1,0.0
2026-03-09 21:00:00,VIC1,982.41
2026-03-09 22:00:00,NSW1,-396.94
2026-03-09 22:00:00,QLD1,-94.46
2026-03-09 22:00:00,SA1,-193.52
2026-03-09 22:00:00,TAS1,0.0
2026-03-09 22:00:00,VIC1,764.76
2026-03-09 23:00:00,NSW1,-264.43
2026-03-09 23:00:00,QLD1,-75.64
2026-03-09 23:00:00,SA1,-181.28
2026-03-09 23:00:00,TAS1,0.0
2026-03-09 23:00:00,VIC1,579.5
2026-03-10 00:00:00,NSW1,-400.45
2026-03-10 00:00:00,QLD1,96.79
2026-03-10 00:00:00,SA1,-188.63
2026-03-10 00:00:00,TAS1,0.0
2026-03-10 00:00:00,VIC1,550.45
2026-03-10 01:00:00,NSW1,-793.96
2026-03-10 01:00:00,QLD1,238.98
2026-03-10 01:00:00,SA1,-192.61
2026-03-10 01:00:00,TAS1,0.0
2026-03-10 01:00:00,VIC1,841.79
2026-03-10 02:00:00,NSW1,-977.62
2026-03-10 02:00:00,QLD1,390.65
2026-03-10 02:00:00,SA1,-197.31
2026-03-10 02:00:00,TAS1,0.0
2026-03-10 02:00:00,VIC1,891.35
2026-03-10 03:00:00,NSW1,-932.81
2026-03-10 03:00:00,QLD1,439.41
2026-03-10 03:00:00,SA1,-189.38
2026-03-10 03:00:00,TAS1,0.0
2026-03-10 03:00:00,VIC1,779.84
2026-03-10 04:00:00,NSW1,-1043.65
2026-03-10 04:00:00,QLD1,650.51
2026-03-10 04:00:00,SA1,-173.72
2026-03-10 04:00:00,TAS1,0.0
2026-03-10 04:00:00,VIC1,669.21
2026-03-10 05:00:00,NSW1,-990.87
2026-03-10 05:00:00,QLD1,591.34
2026-03-10 05:00:00,SA1,-165.51
2026-03-10 05:00:00,TAS1,0.0
2026-03-10 05:00:00,VIC1,660.01
2026-03-10 06:00:00,NSW1,-706.4
2026-03-10 06:00:00,QLD1,606.54
2026-03-10 06:00:00,SA1,-217.62
2026-03-10 06:00:00,TAS1,0.0
2026-03-10 06:00:00,VIC1,368.26
2026-03-10 07:00:00,NSW1,-115.88
2026-03-10 07:00:00,QLD1,512.2
2026-03-10 07:00:00,SA1,-178.95
2026-03-10 07:00:00,TAS1,-43.24
2026-03-10 07:00:00,VIC1,-165.07
2026-03-10 08:00:00,NSW1,-294.67
2026-03-10 08:00:00,QLD1,518.0
2026-03-10 08:00:00,SA1,-109.88
2026-03-10 08:00:00,TAS1,-122.23
2026-03-10 08:00:00,VIC1,56.81
2026-03-10 09:00:00,NSW1,-128.19
2026-03-10 09:00:00,QLD1,409.28
2026-03-10 09:00:00,SA1,-92.95
2026-03-10 09:00:00,TAS1,-103.7
2026-03-10 09:00:00,VIC1,-49.98
2026-03-10 10:00:00,NSW1,-339.9
2026-03-10 10:00:00,QLD1,594.61
2026-03-10 10:00:00,SA1,-126.53
2026-03-10 10:00:00,TAS1,-104.05
2026-03-10 10:00:00,VIC1,15.38
2026-03-10 11:00:00,NSW1,-187.55
2026-03-10 11:00:00,QLD1,412.83
2026-03-10 11:00:00,SA1,-134.21
2026-03-10 11:00:00,TAS1,-97.72
2026-03-10 11:00:00,VIC1,28.04
2026-03-10 12:00:00,NSW1,-182.42
2026-03-10 12:00:00,QLD1,432.85
2026-03-10 12:00:00,SA1,-334.05
2026-03-10 12:00:00,TAS1,-54.27
2026-03-10 12:00:00,VIC1,152.56
2026-03-10 13:00:00,NSW1,46.32
2026-03-10 13:00:00,QLD1,213.83
2026-03-10 13:00:00,SA1,-314.54
2026-03-10 13:00:00,TAS1,-60.24
2026-03-10 13:00:00,VIC1,121.15
2026-03-10 14:00:00,NSW1,426.29
2026-03-10 14:00:00,QLD1,-138.82
2026-03-10 14:00:00,SA1,-67.56
2026-03-10 14:00:00,TAS1,-86.36
2026-03-10 14:00:00,VIC1,-111.42
2026-03-10 15:00:00,NSW1,390.98
2026-03-10 15:00:00,QLD1,50.06
2026-03-10 15:00:00,SA1,-278.54
2026-03-10 15:00:00,TAS1,-9.11
2026-03-10 15:00:00,VIC1,-146.93
2026-03-10 16:00:00,NSW1,125.37
2026-03-10 16:00:00,QLD1,334.64
2026-03-10 16:00:00,SA1,-212.81
2026-03-10 16:00:00,TAS1,0.0
2026-03-10 16:00:00,VIC1,-239.61
2026-03-10 17:00:00,NSW1,-163.61
2026-03-10 17:00:00,QLD1,378.12
2026-03-10 17:00:00,SA1,-193.48
2026-03-10 17:00:00,TAS1,11.02
2026-03-10 17:00:00,VIC1,-49.47
2026-03-10 18:00:00,NSW1,-230.7
2026-03-10 18:00:00,QLD1,478.88
2026-03-10 18:00:00,SA1,-234.91
2026-03-10 18:00:00,TAS1,11.38
2026-03-10 18:00:00,VIC1,-32.5
2026-03-10 19:00:00,NSW1,-563.14
2026-03-10 19:00:00,QLD1,349.21
2026-03-10 19:00:00,SA1,-325.03
2026-03-10 19:00:00,TAS1,0.0
2026-03-10 19:00:00,VIC1,559.64
2026-03-10 20:00:00,NSW1,-822.68
2026-03-10 20:00:00,QLD1,224.59
2026-03-10 20:00:00,SA1,-188.4
2026-03-10 20:00:00,TAS1,0.0
2026-03-10 20:00:00,VIC1,834.79
2026-03-10 21:00:00,NSW1,-1029.0
2026-03-10 21:00:00,QLD1,291.53
2026-03-10 21:00:00,SA1,-92.12
2026-03-10 21:00:00,TAS1,0.0
2026-03-10 21:00:00,VIC1,908.32
2026-03-10 22:00:00,NSW1,-1295.24
2026-03-10 22:00:00,QLD1,365.57
2026-03-10 22:00:00,SA1,189.52
2026-03-10 22:00:00,TAS1,0.0
2026-03-10 22:00:00,VIC1,870.76
2026-03-10 23:00:00,NSW1,-1264.65
2026-03-10 23:00:00,QLD1,201.13
2026-03-10 23:00:00,SA1,501.94
2026-03-10 23:00:00,TAS1,-69.24
2026-03-10 23:00:00,VIC1,824.35
2026-03-11 00:00:00,NSW1,-1238.0
2026-03-11 00:00:00,QLD1,217.11
2026-03-11 00:00:00,SA1,430.54
2026-03-11 00:00:00,TAS1,-109.02
2026-03-11 00:00:00,VIC1,876.73
2026-03-11 01:00:00,NSW1,-1385.53
2026-03-11 01:00:00,QLD1,345.6
2026-03-11 01:00:00,SA1,230.15
2026-03-11 01:00:00,TAS1,-73.89
2026-03-11 01:00:00,VIC1,1058.6
2026-03-11 02:00:00,NSW1,-1420.45
2026-03-11 02:00:00,QLD1,433.32
2026-03-11 02:00:00,SA1,219.97
2026-03-11 02:00:00,TAS1,-103.61
2026-03-11 02:00:00,VIC1,1043.14
2026-03-11 03:00:00,NSW1,-1401.99
2026-03-11 03:00:00,QLD1,422.79
2026-03-11 03:00:00,SA1,285.35
2026-03-11 03:00:00,TAS1,-103.15
2026-03-11 03:00:00,VIC1,970.32
2026-03-11 04:00:00,NSW1,-1349.78
2026-03-11 04:00:00,QLD1,391.65
2026-03-11 04:00:00,SA1,295.42
2026-03-11 04:00:00,TAS1,-93.35
2026-03-11 04:00:00,VIC1,922.99
2026-03-11 05:00:00,NSW1,-1364.94
2026-03-11 05:00:00,QLD1,394.18
2026-03-11 05:00:00,SA1,310.49
2026-03-11 05:00:00,TAS1,-94.39
2026-03-11 05:00:00,VIC1,923.86
2026-03-11 06:00:00,NSW1,-1546.6
2026-03-11 06:00:00,QLD1,623.94
2026-03-11 06:00:00,SA1,385.94
2026-03-11 06:00:00,TAS1,-104.36
2026-03-11 06:00:00,VIC1,810.12
2026-03-11 07:00:00,NSW1,-1163.62
2026-03-11 07:00:00,QLD1,757.45
2026-03-11 07:00:00,SA1,150.35
2026-03-11 07:00:00,TAS1,-103.81
2026-03-11 07:00:00,VIC1,474.16
2026-03-11 08:00:00,NSW1,-188.28
2026-03-11 08:00:00,QLD1,263.33
2026-03-11 08:00:00,SA1,-98.18
2026-03-11 08:00:00,TAS1,-113.4
2026-03-11 08:00:00,VIC1,177.2
2026-03-11 09:00:00,NSW1,104.47
2026-03-11 09:00:00,QLD1,67.59
2026-03-11 09:00:00,SA1,171.05
2026-03-11 09:00:00,TAS1,-98.89
2026-03-11 09:00:00,VIC1,-166.51
2026-03-11 10:00:00,NSW1,239.85
2026-03-11 10:00:00,QLD1,385.26
2026-03-11 10:00:00,SA1,440.6
2026-03-11 10:00:00,TAS1,-112.65
2026-03-11 10:00:00,VIC1,-829.52
2026-03-11 11:00:00,NSW1,218.53
2026-03-11 11:00:00,QLD1,526.1
2026-03-11 11:00:00,SA1,521.9
2026-03-11 11:00:00,TAS1,-86.53
2026-03-11 11:00:00,VIC1,-1058.35
2026-03-11 12:00:00,NSW1,456.69
2026-03-11 12:00:00,QLD1,139.17
2026-03-11 12:00:00,SA1,434.01
2026-03-11 12:00:00,TAS1,-93.28
2026-03-11 12:00:00,VIC1,-852.58
2026-03-11 13:00:00,NSW1,706.01
2026-03-11 13:00:00,QLD1,-272.07
2026-03-11 13:00:00,SA1,160.69
2026-03-11 13:00:00,TAS1,-98.1
2026-03-11 13:00:00,VIC1,-429.31
2026-03-11 14:00:00,NSW1,704.43
2026-03-11 14:00:00,QLD1,123.02
2026-03-11 14:00:00,SA1,-45.74
2026-03-11 14:00:00,TAS1,-126.17
2026-03-11 14:00:00,VIC1,-639.15
2026-03-11 15:00:00,NSW1,48.76
2026-03-11 15:00:00,QLD1,591.21
2026-03-11 15:00:00,SA1,-41.17
2026-03-11 15:00:00,TAS1,-123.72
2026-03-11 15:00:00,VIC1,-457.76
2026-03-11 16:00:00,NSW1,0.16
2026-03-11 16:00:00,QLD1,412.41
2026-03-11 16:00:00,SA1,-214.49
2026-03-11 16:00:00,TAS1,-91.78
2026-03-11 16:00:00,VIC1,-92.11
2026-03-11 17:00:00,NSW1,-248.8
2026-03-11 17:00:00,QLD1,263.07
2026-03-11 17:00:00,SA1,-286.13
2026-03-11 17:00:00,TAS1,-94.23
2026-03-11 17:00:00,VIC1,391.52
2026-03-11 18:00:00,NSW1,-255.44
2026-03-11 18:00:00,QLD1,126.02
2026-03-11 18:00:00,SA1,-178.94
2026-03-11 18:00:00,TAS1,-107.48
2026-03-11 18:00:00,VIC1,464.07
2026-03-11 19:00:00,NSW1,-174.03
2026-03-11 19:00:00,QLD1,4.47
2026-03-11 19:00:00,SA1,-146.51
2026-03-11 19:00:00,TAS1,-91.77
2026-03-11 19:00:00,VIC1,425.62
2026-03-11 20:00:00,NSW1,-316.36
2026-03-11 20:00:00,QLD1,-21.07
2026-03-11 20:00:00,SA1,-40.86
2026-03-11 20:00:00,TAS1,-97.11
2026-03-11 20:00:00,VIC1,507.46
2026-03-11 21:00:00,NSW1,-381.46
2026-03-11 21:00:00,QLD1,34.33
2026-03-11 21:00:00,SA1,-0.84
2026-03-11 21:00:00,TAS1,-97.4
2026-03-11 21:00:00,VIC1,475.69
2026-03-11 22:00:00,NSW1,-746.41
2026-03-11 22:00:00,QLD1,156.64
2026-03-11 22:00:00,SA1,73.7
2026-03-11 22:00:00,TAS1,-93.04
2026-03-11 22:00:00,VIC1,671.97
2026-03-11 23:00:00,NSW1,-1038.9
2026-03-11 23:00:00,QLD1,291.83
2026-03-11 23:00:00,SA1,55.3
2026-03-11 23:00:00,TAS1,-57.42
2026-03-11 23:00:00,VIC1,839.64
2026-03-12 00:00:00,NSW1,-1038.37
2026-03-12 00:00:00,QLD1,224.27
2026-03-12 00:00:00,SA1,2.39
2026-03-12 00:00:00,TAS1,-67.64
2026-03-12 00:00:00,VIC1,973.98
2026-03-12 01:00:00,NSW1,-933.65
2026-03-12 01:00:00,QLD1,139.04
2026-03-12 01:00:00,SA1,-24.11
2026-03-12 01:00:00,TAS1,-103.66
2026-03-12 01:00:00,VIC1,1010.14
2026-03-12 02:00:00,NSW1,-1026.66
2026-03-12 02:00:00,QLD1,110.18
2026-03-12 02:00:00,SA1,-108.97
2026-03-12 02:00:00,TAS1,-106.66
2026-03-12 02:00:00,VIC1,1266.61
2026-03-12 03:00:00,NSW1,-1076.9
2026-03-12 03:00:00,QLD1,145.73
2026-03-12 03:00:00,SA1,-166.37
2026-03-12 03:00:00,TAS1,-90.13
2026-03-12 03:00:00,VIC1,1344.41
2026-03-12 04:00:00,NSW1,-1027.63
2026-03-12 04:00:00,QLD1,105.54
2026-03-12 04:00:00,SA1,-153.52
2026-03-12 04:00:00,TAS1,0.0
2026-03-12 04:00:00,VIC1,1210.35
2026-03-12 14:00:00,NSW1,533.24
2026-03-12 14:00:00,QLD1,-20.63
2026-03-12 14:00:00,SA1,-458.84
2026-03-12 14:00:00,TAS1,-92.02
2026-03-12 14:00:00,VIC1,48.93
2026-03-12 15:00:00,NSW1,479.23
2026-03-12 15:00:00,QLD1,-7.16
2026-03-12 15:00:00,SA1,-501.4
2026-03-12 15:00:00,TAS1,-55.4
2026-03-12 15:00:00,VIC1,96.32
2026-03-12 16:00:00,NSW1,320.83
2026-03-12 16:00:00,QLD1,9.22
2026-03-12 16:00:00,SA1,-553.77
2026-03-12 16:00:00,TAS1,-88.54
2026-03-12 16:00:00,VIC1,332.41
